model_type,stage,learning_rate,train_mae,validation_mae,test_mae
gradient_boosting,236,0.03,28.861633655925235,38.80530923077647,39.08283548072534
gradient_boosting,237,0.03,28.816397090333528,38.81202971960383,39.070541448684395
gradient_boosting,238,0.03,28.802531212183847,38.8271177685209,39.05228319995652
gradient_boosting,239,0.03,28.7897086560969,38.853823700192585,39.047319248180976
gradient_boosting,240,0.03,28.772534632487503,38.83682274555058,39.043766633185214
gradient_boosting,241,0.03,28.736860219407838,38.80487310973593,39.017496771507766
gradient_boosting,242,0.03,28.701465834884086,38.78203092255025,38.99012881805831
gradient_boosting,243,0.03,28.669814026919692,38.78607311282562,38.971014856210076
gradient_boosting,244,0.03,28.63426166084736,38.77993692685593,38.95202492493011
gradient_boosting,245,0.03,28.614868951979666,38.7686313888901,38.932830811170305
gradient_boosting,246,0.03,28.609569787082915,38.78518040518602,38.944038655708894
gradient_boosting,247,0.03,28.577234683968793,38.775377712914896,38.92901357938765
gradient_boosting,248,0.03,28.53867622049304,38.7555810097974,38.90842530986071
gradient_boosting,249,0.03,28.508462497598877,38.78600445423792,38.915306092350534
gradient_boosting,250,0.03,28.498281456607852,38.79412523013927,38.90077321259123
gradient_boosting,251,0.03,28.45907380543784,38.751899186000884,38.908468096123556
gradient_boosting,252,0.03,28.42498213076652,38.757278326832,38.90786065733352
gradient_boosting,253,0.03,28.390470970774,38.78925983450575,38.955141836270805
gradient_boosting,254,0.03,28.377177724055088,38.80306767073883,38.94969344012129
gradient_boosting,255,0.03,28.343764794586527,38.78972884293369,38.93475482516207
gradient_boosting,256,0.03,28.311150804728666,38.78506576842885,38.91703932261246
gradient_boosting,257,0.03,28.26861161182989,38.79752081816923,38.971067574871306
gradient_boosting,258,0.03,28.24817654785278,38.78515925105724,38.967402614029446
gradient_boosting,259,0.03,28.225181930924226,38.76191858603932,38.948592548786394
gradient_boosting,260,0.03,28.19618112319161,38.75546419874172,38.940996947192716
gradient_boosting,261,0.03,28.18870595199424,38.778284200017104,38.94666588016681
gradient_boosting,262,0.03,28.15769786536898,38.80114300712589,38.926277215139834
gradient_boosting,263,0.03,28.140404575495165,38.80006132008199,38.89948904857912
gradient_boosting,264,0.03,28.09897160434733,38.77421199844628,38.866584209581696
gradient_boosting,265,0.03,28.070480246492085,38.761161644140614,38.837343548616566
gradient_boosting,266,0.03,28.050882767324797,38.73954413364136,38.81967685279889
gradient_boosting,267,0.03,28.041279758818916,38.75044263734673,38.82146506762923
gradient_boosting,268,0.03,28.022479356422856,38.753402186043175,38.83340912815062
gradient_boosting,269,0.03,27.984936754028112,38.75175710759363,38.810525770053324
gradient_boosting,270,0.03,27.98443209474505,38.76366679689025,38.81597633592521
gradient_boosting,271,0.03,27.954978711717104,38.74715957645494,38.802782143577325
gradient_boosting,272,0.03,27.924236539049968,38.724455823492214,38.77875718407759
gradient_boosting,273,0.03,27.894089933288736,38.71315268999902,38.75013201086549
gradient_boosting,274,0.03,27.862233133483674,38.68854449667365,38.73134477723882
gradient_boosting,275,0.03,27.83356003930188,38.68057598969188,38.726427851138226
gradient_boosting,276,0.03,27.79831267636431,38.64673839525799,38.71378091357041
gradient_boosting,277,0.03,27.794911262478166,38.66749618243888,38.71092130101097
gradient_boosting,278,0.03,27.75295503545332,38.641593934642444,38.6997888844555
gradient_boosting,279,0.03,27.72964759736552,38.62684510745974,38.6943104781434
gradient_boosting,280,0.03,27.700847159479295,38.62416510491093,38.67062791948179
gradient_boosting,281,0.03,27.66140775312911,38.60557811445088,38.66723987512912
gradient_boosting,282,0.03,27.645185211213537,38.59943955947308,38.653844546594144
gradient_boosting,283,0.03,27.622528301880628,38.63015618618904,38.695272766930536
gradient_boosting,284,0.03,27.5924490495151,38.630561794500444,38.71840644266252
